0,"Die Abschaffung der Grenzkontrollen ist genau betrachtet Augenwischerei, da stattdessen überall (also nicht 'nur' an den Grenzen) Kontrollen möglich sind. Die Freizügigkeit gilt übrigens nur für EU-Bürger und keineswegs für 'alle'..",FALSE
1,Da gibt es nichts zu zerstören.Lügenpresse bleibt Lügenpresse.,FALSE
2,"Rechtsstaatlichkeit in Deutschland? Wollen wir mal kräftig darüber lachen? Ob es nun ein Amtsenthebungsverfahren gibt oder nicht, ändert nichts an der Tatsache, dass die Merkel weg muss! Und natürlich gibt es noch genug politische Blindflieger, die verhindern, dass die Merkel des Amtes enthoben wird bzw. auch nur zurücktritt!",FALSE
3,"Das Volk kann doch gar nicht die wirklichen Umstände beurteilen da man sie ihn vorenthält, selbst Willy Brandt (Pseudonym) war überrascht als er Kanzler wurde wie die wirklichen Machtverhältnisse liegen.Diese vermaledeite Volk könnte eine Regierung aus einer Koalition kleinerer Parteien injizieren, das muss auf jeden Fall verhindert werden, den so eine Regierung würde sich nicht an die 'Gott gewollten' Umstände halten und zuviel offen legen was der Pöbel nie verstehen würde.",FALSE
4,"Tippst du den Text in jedes Forum, das du zu fassen kriegst?",FALSE
5,"Überwunden haben die Christen gar nichts. Sie sind nur ruhig gestellt worden und man hatte ihnen Maulkorb und Leine angelegt. Und bei den Christen hat es Jahrhunderte gedauert bis man das soweit hinbekommen hat. Außerdem mit vielen vielen Toten. Und es ist eben auch so, dass nicht alle Christen oder auch Muslime ihre heiligen Bücher ernst nehmen. Es gibt inzwischen auf beiden Seiten genügen aufgeklärte Gläubige. Aber es gibt auch auf beiden Seiten genügend radikale Kräfte. Auf der Seite der Christen sind es Evangelikale und auf der Seite der Muslime eben Islamisten. Beide Seiten versuchen andere für ihre Ideologie einzuspannen und zu radikalisieren. Auf christlicher Seite ist das am stärksten in den USA zu beobachten. Aber nicht nur da, die evangelikale Bewegung schwappt auch schon längst nach Europa über. In Afrika gibt es sie auch und das nicht zu knapp. Genau so wie seitens der radikalen Muslime auch, aber eben aus dem Nahen Osten oder Afrika. In Afrika sind beide Gruppen sehr stark vertreten.Und genau so wie im arabischen Raum haben radikal-religiöse Gruppen auch in den USA oder Afrika großen Einfluss auf die Politik. Und damit auch einen Einfluss auf Militarismus der jeweiligen politischen Region. Es ist einfach zum kotzen....",FALSE
6,kw,FALSE
7,Nicht mal mit Fantastilliarden.Oder will man mit den Billionen Abtreibungskliniken bauen?,FALSE
8,"Prozente der Partei  0,75Oder hier die Zahlen zusammensuchen:https:www.bundeswahlleiter.debundestagswahlen2017ergebnissebund-99.html",FALSE
9,"es gibt keine echte Zunahme an extremen Wetterereignissen.Und bevor jetzt der erste Schlaumeier mit den Hurricanen in der Karibik kommt, sucht doch einfach mal Hurrican im Jahr 2004. Was machen diese AKW-Leute (anthropomorpher Klimawandel) eigentlich wenn ein größerer Vulkan mal so richtig ausbricht, oder gleich zwei, und Dreißig Jahre CO2-sparen an zwei Tagen ausradiert? Begehen die dann Suizid um maximal CO2 zu sparen?Ein Beispiel für die Intelligenz unserer Radiotussen gefällig? Vor ein paar Tagen meinte eine Sprecherin mit jüngerer Stimme: Der Hurrican jagt zur Zeit mit 250Kmh auf Florida zu.Die ist schon zu blöd um den Unterschied zwischen Windgeschwindigkeit und Fortbewegungsgeschwindigkeit zu kennen.",FALSE
10,"Danke. Ich hatte kein spezifisches Land im Sinn, wenn ich über eine Volks- und Befreiungsarmee sprach. So ein Land kenne ich sogar gar nicht: alle hatten ihre Nasen überall drin. Deutschland was eben so unglücklich, zwei Weltkriege entfesselt zu haben (mindestens im Sinne der Schuldzuweisung danach), und die dann auch zu verlieren. Das hinterlässt Spuren, u.A. die, die wir nun sehen. Und, wissen Sie, ich habe grossen Respekt von denen, die ihr Leben dem Heimatland widmen, so wie Sie es getan haben. Dadurch wird viel wettgemacht, und diese Zeit kann auch als sehr erfüllend und glücklich in Erinnerung bleiben. Es hängt am Menschen und der Umgebung. Manchmal geht es einfach gut. Warum aber haben Sie die Armee verlassen müssen?",FALSE
11,"Ja, für das Lehrbuch.  Bin schon mal gespannt wie die USA und ihre Proxys darauf reagieren werden.Ein direkter Angriff auf die SAA samt eingebetteter russischer Truppen und der PMU(Teil der irakischen Armee) kommt wohl derzeit auch nicht in Frage.....Von einer noch nicht bestätigten Quelle habe ich gelesen, dass man AT Tanf kampflos umstellt habe, was jeden Luftangriff der US-Koalition unmöglich machen würde. Ob die USUKF-Truppen abgezogen sind, wurde nicht berichtet. Wenn was verifiziertes kommt, stelle ich es rein. Es wird spannend und vielleicht auch gefährlich werden(aus internationaler Sicht) in der nächsten Zeit in Syrien.Gefährlich ist ein Krieg immer, klar. Eine Verschäfung der Krise International - daran glaube ich aber eher nicht - die Allianzen verschieben sich gerade mächtig (GCC-Krise)  und die Kooperation zw. SyrienRusslandIranChina (im Hintergrund) werden die Amis in Syrien zumindestens nicht mehr knacken können. Und das ist gut so (letzendlich für alle).gruss,a(edit:typo)",FALSE
12,".... scheint auch im Fall der NSU-Morde so einiges auf Mitwirkung oder zumindest Duldung durch staatliche Stellen hinaus zu laufen.Die V-Mann-Kader organisierten die Rechten und radikalisierten sie. Der Verfassungsschutz (VS) sei nicht etwa auf dem rechten Auge blind gewesen, sondern im Gegenteil sehr informiert. Das Landesamt für Verfassungsschutzamt (LfV) von Thüringen glaubte, die Kontrolle über die rechten Strukturen zu haben, spielte die Gefahren herunter und bekämpfte die Entwicklung nicht. Zugleich wurde die Arbeit der Fahnder des Landeskriminalamtes sabotiert und behindert. Statt Gefahren zu beseitigen, seien sie durch den VS verstärkt worden. Das habe nicht zu einer Verhinderung des NSU geführt, sondern dessen Existenz gesichert, so Antonia von der Behrens.Genau das gleiche Strickmuster findet sich in fast allen islamistischen Terrorgruppierungen, wo man immer im Nachhinein sehr informiert war, aber weder den Anschlag verhinderte, noch auf die Gefährder hinwies.Ebenso lustig war der Fall der DNA-Spur Böhnhardts am Fundort der Leiche von Peggy, der auf eine mysteriöse Panne beim Spurensichern zurück zu führen war. Hier, wie auch bei den meisten islamistischen Terroranschlägen soll etwas vertuscht werden.GrußHermes",FALSE
13,"Wer für Kapitalismus ist, steht politisch Rechts.Ist Ehrlichkeit wirklich soo schwer ?",FALSE
